year,sex,age_band,geo_code,projection
2027,male,61-65,95MM,3708.3366989284295
2027,male,61-65,95NN,2630.351980823129
2027,male,61-65,95OO,1868.5166981973075
2027,male,61-65,95PP,2260.5174377841613
2027,male,61-65,95QQ,1255.8447087051345
2027,male,61-65,95RR,1137.3525188594822
2027,male,61-65,95SS,4009.5139480780635
2027,male,61-65,95TT,1421.6301637387153
2027,male,61-65,95UU,618.7871427871848
2027,male,61-65,95VV,3352.492668766875
2027,male,61-65,95WW,2795.2657314999074
2027,male,61-65,95XX,2621.7749168319538
2027,male,61-65,95YY,1715.4462448984
2027,male,61-65,95ZZ,1375.120452820803
2027,male,66-70,95AA,1474.7395982666847
2027,male,66-70,95BB,2679.384577073293
2027,male,66-70,95CC,1782.3195181947665
2027,male,66-70,95DD,1827.9786270328154
2027,male,66-70,95EE,978.9768253706827
2027,male,66-70,95FF,1502.4807529487232
2027,male,66-70,95GG,7099.958347703558
2027,male,66-70,95HH,1328.2865318414065
2027,male,66-70,95II,2024.5402061341683
2027,male,66-70,95JJ,1936.2565567791232
2027,male,66-70,95KK,1012.7336909824697
2027,male,66-70,95LL,2534.8404991726734
2027,male,66-70,95MM,2964.6214744064923
2027,male,66-70,95NN,2129.886572402196
2027,male,66-70,95OO,1533.8218891610704
2027,male,66-70,95PP,1996.059507265205
2027,male,66-70,95QQ,1081.2452894241692
2027,male,66-70,95RR,912.5604436997633
2027,male,66-70,95SS,3382.507591482709
2027,male,66-70,95TT,1200.5632901919105
2027,male,66-70,95UU,587.9157149732774
2027,male,66-70,95VV,2814.888467477574
2027,male,66-70,95WW,2373.620416659353
2027,male,66-70,95XX,2511.41299498849
2027,male,66-70,95YY,1498.174779701492
2027,male,66-70,95ZZ,1103.2258366659291
2027,male,71-75,95AA,1172.224464786711
2027,male,71-75,95BB,2179.0961205574586
2027,male,71-75,95CC,1409.4882458326015
2027,male,71-75,95DD,1546.1730406984714
2027,male,71-75,95EE,672.8003679700631
2027,male,71-75,95FF,1149.9156732961676
2027,male,71-75,95GG,5282.2409199974845
2027,male,71-75,95HH,968.9915414878956
2027,male,71-75,95II,1516.4088244165907
2027,male,71-75,95JJ,1547.3128285906046
2027,male,71-75,95KK,797.0324093694778
2027,male,71-75,95LL,1913.33907195008
2027,male,71-75,95MM,2297.690297978983
2027,male,71-75,95NN,1734.4509749834567
2027,male,71-75,95OO,1258.9470027103405
2027,male,71-75,95PP,1745.3211546172784
2027,male,71-75,95QQ,806.2362350671464
2027,male,71-75,95RR,801.4387869500589
2027,male,71-75,95SS,2650.195547506561
